SQ1174	SQ1670	SQ2557	SQ2572	SQ2921	SQ3197	SQ3529	SQ3624	SQ4172	SQ4389	SQ5897	SQ6147	SQ7324	SQ10	SQ13	SQ14	SQ20	SQ4	SQ5	SQ6	SQ8
112.28	523.1	110.88	46.71	61.4	230.67	178.59	433.13	485.9	454.49	14.62	180.55	27.27	4.04	557.71	252.27	577.54	183	201.61	-40.71	155.16
254.02	799.6	213.66	181.29	160.38	446.87	321.4	649.96	618.59	671.87	36.52	285	125.36	18.6	878.13	388.52	847.55	283.38	681.69	-12.89	280.96
2808.49	2375.54	1374.41	1679.52	2166.14	1249	2525.94	2068.19	823.36	1968.6	1111.99	1697.12	1701.19	1143.41	1401.18	2191.71	3049.44	1578.72	1851.74	1659.36	1605.44
40.83	137.98	148.85	12.42	248.72	119.71	1730.66	1593.82	120.36	81.62	19.91	50.38	57.92	25.87	74.86	34.62	7.9	1062.29	162.4	-16.05	145.19
2279.15	5098.05	4981.17	3209.4	4607.69	4944.56	2512.35	5089.48	3523.05	4384.83	3126.85	3409.64	5165.57	1949.54	5499.63	4871.93	5158.89	4556.58	3832.2	1298.08	5262.25
113.33	449.57	162.07	66.85	82.8	340.59	161.06	159.03	112.19	184.47	156.99	55.61	254.48	133.49	85.68	199.64	38.5	373.38	124.67	101.9	105.38
37.67	292.8	281.56	104.93	83.69	114.36	81.64	586.04	131.79	319.78	47.85	139.43	188.52	48.52	621.1	345.89	203.6	185.19	113	4.16	608.83
568.19	211.75	276	188.8	272.83	308.06	234.53	306.74	261.92	224.93	94.76	276.2	98.2	93.02	222.09	236.09	491.65	195.46	318.77	71.65	332.76
462.57	292.8	459.49	387.78	265.69	299.94	532.99	527.05	399.49	494.19	356.11	575.55	376.51	521.54	305.98	511.12	402.5	408.28	362.49	661.24	499.25
-41.19	-11.9	-15.09	-13.65	-10.88	19.93	-58.94	-45.48	41.97	-18.66	-23.86	-1.03	-19.14	-7.28	-28.04	-33.68	-20.7	-14.07	-26.54	-50.2	-7.85
68.15	33.78	208.95	103.43	551.95	613.28	68.18	479.48	201.29	975.08	35.01	157.79	142.02	287.37	328.24	285.49	1352.45	194.73	16.03	125.22	195.17
258.21	185.36	354.37	360.34	254.08	220.8	332.71	323.72	215.2	249.55	228.74	278.84	199.06	398.39	349.85	224.93	180.92	197.66	284.75	264.13	205.93
1366.3	1272.71	1444.66	939.97	1448.39	1064.53	625.27	773.04	633.84	802.08	833.95	981.92	1217.31	617.06	1508.27	1029.14	1275	893.75	1085.4	683.77	1093.34
101.78	71.23	65.39	92.23	87.26	78.69	179.38	84.2	159.58	31.1	109.91	60.84	226.31	97.88	9.36	94.14	7.9	24.77	122.08	-14.15	63.57
342.11	627.23	410.31	489.07	404.4	342.4	599.39	699.91	277.51	318.44	630.91	704.35	538.36	290.61	415.93	739.63	681.74	345.48	418.3	343.53	746.55
-18.05	-19.39	-18.92	-3.97	-20.7	-2.3	-11.63	-15.1	-24.19	-10.16	7.07	8.55	-30.53	3.23	-4.31	-24.3	-16.71	-14.79	-25.89	-27.42	-29.77
73.41	90.72	81.55	165.54	109.55	152.76	57.89	85.77	91.78	190.43	62.97	80.03	88.57	125.39	121.06	155.04	70.42	98.47	89.03	50.22	55.78
63.95	24.05	46.94	54.17	89.04	136.68	95.91	103.84	34.62	19.96	63.73	48.63	70.18	59.85	69.82	93.54	46.48	134.07	93.56	2.27	31.73
-0.17	7.57	-16.62	19.13	-4.63	26.16	-5.32	-0.29	9.31	21.27	-20.09	14.65	-14.76	12.93	-18.69	-15.49	42.49	-14.79	-0.74	-17.94	-14.22
3668.25	3001.66	3460.62	2987.39	2366.26	2532.91	3492.59	3320.6	4092.8	3156.36	912.55	1932.23	2548.78	559.6	2644.68	3806.92	2887.72	1477.18	3310.22	-9.73	314.46
74.46	204.96	122.48	-6.95	40.88	113.47	60.27	189.93	9.31	27.82	5.56	11.16	8.88	17.79	199.46	48.84	25.2	33.42	161.1	-14.78	140.91
13.5	-27.63	-2.86	40	-9.09	-27.2	-36.87	19.23	-11.93	-10.16	42.56	-7.12	-2.5	13.74	10.79	40.54	-11.39	26.22	-2.03	-20.47	-13.51
470.94	2074.3	917.37	1.25	1050.37	357.78	269.83	366.75	2315.06	294.3	-4.25	211.22	510.47	94.64	216.24	423.17	605.2	112.26	2523.36	-10.99	365.86
50.29	10.57	70.77	220.36	34.63	119.71	54.73	58.33	45.24	27.17	44.08	94.87	57.92	50.95	12.23	22.79	8.57	55.06	41.2	31.3	7.7
251.92	365.39	181.56	325.37	563.68	376.82	426.17	444.68	376.34	440.17	370.14	129.81	974.12	353	286.01	175.14	139.61	202.81	229.19	693.06	513.74
141.7	18.8	174.54	84.76	53.37	103.65	68.97	55.19	75.45	119.77	50.12	64.33	110.47	160.2	102.28	86.36	39.83	203.54	89.67	57.79	55.78
37.67	4.58	21.63	-16.63	6.97	66.22	23.9	-1.07	20.74	43.55	-7.26	112.34	10.64	16.17	82.79	23.98	93.69	11.81	27	36.35	38.1
2.98	8.32	12.44	28.82	31.96	23.49	8.1	26.26	61.57	9.48	122.05	41.66	53.54	6.46	0.73	8.63	-22.03	5.34	5.71	1.01	19.01
291.78	224.58	287.92	198.56	195.17	212.73	324.63	216.96	157.94	291.62	175.27	310.52	244.79	238.76	266.11	283.6	239.68	304.26	148.07	254.63	235.4
437.45	279.12	372.14	246.72	339.89	300.85	260.19	276.95	247.16	179.84	216.49	328.14	221.03	191.78	292.66	281.71	465.71	251.47	499.31	258.43	200.19
94.42	7.57	11.68	92.98	78.34	64.44	45.24	30.16	135.88	31.76	49.37	30.33	119.23	81.69	32.38	46.47	21.21	54.34	83.85	10.48	25.37
65	62.24	79.24	44.47	92.61	129.53	65.01	45.02	104.02	48.14	59.19	19.88	165.7	39.62	43.89	50.63	22.54	69.51	143.52	-2.15	40.93
18.75	14.31	36.2	28.82	27.5	29.72	42.86	42.67	-15.2	37	69.02	19	14.14	48.52	0.01	61.92	-0.74	19.01	17.97	4.16	55.78
235.13	119.97	189.38	191.05	109.55	90.28	241.74	264.91	149.77	150.1	186.7	264.77	165.7	249.29	131.19	184.31	128.96	277.43	148.72	204.06	394
401.84	358.48	301.46	357.29	239.79	362.31	336.76	558.99	313.68	339.28	620.3	552.37	392.51	295.47	347.61	317.14	334.96	382.46	255.58	335.25	395.48
178.45	441.03	416.84	461.34	390.95	171.53	279.48	167.73	357.34	369.62	46.34	285	156.93	156.97	590.47	260.39	628.79	160.32	283.42	3.53	371.77
-10.69	-24.63	-12.04	-11.42	-24.27	-4.08	-14	-23.68	-3.76	-4.27	-5.76	0.71	-21.77	7.27	-14.38	0.97	-26.03	-7.61	-14.29	-28.06	-38.25
509.65	333.21	631.63	978.43	364.96	532.98	296.39	449.64	378.81	335.91	411.63	359.9	301.23	229.85	706.92	375.54	770.96	409.8	314.75	392.71	273.71
37.67	20.3	72.31	7.95	0.73	20.82	27.85	20.01	64.01	57.98	19.15	19.88	16.77	44.48	23.74	74.42	27.19	45.68	20.55	1.01	14.06
30.32	39.02	33.9	37.02	11.44	27.05	38.12	52.06	46.05	54.05	18.4	77.41	33.4	46.1	43.17	44.1	16.55	31.98	24.42	105.68	7.7
50.29	30.79	-2.1	-21.1	-14.45	5.7	-2.16	4.39	67.28	-1.65	55.41	64.33	-6.88	27.49	-6.47	53	-12.72	63.73	82.56	-17.31	-25.53
73.41	66.74	148.07	205.32	279.09	72.46	157.07	186.75	254.54	150.76	335.89	88.76	214.88	207.98	66.94	61.32	71.75	70.96	69.62	133.41	138.07
619.35	722.88	1205.94	1087.64	1340.31	645.76	955.14	894.34	887	757.97	1837.01	778.91	1281.35	1129.87	734.25	545.06	814.85	622.16	895.35	894.7	1078.45
35.57	36.78	42.34	42.24	22.14	75.13	42.07	31.73	86.06	26.51	41.81	32.07	119.23	73.6	20.15	54.19	120.31	39.19	90.32	159.26	11.23
33.47	39.77	106.24	60.88	89.93	42.18	103.84	101.48	58.3	114.5	72.05	58.22	89.45	84.93	49.65	56.56	31.85	58.67	41.2	49.59	72.77
31.37	-10.4	26.23	15.4	-2.84	43.07	31.01	29.38	24.82	12.76	12.36	36.43	14.14	44.48	1.44	21.61	-6.73	31.98	9.58	-17.94	4.87
21.91	45.01	30.06	81.78	28.39	59.99	58.68	30.94	32.17	69.14	42.56	103.6	33.4	95.45	38.85	63.11	39.83	36.3	34.74	98.12	22.54
807.77	1178.73	765.34	850.73	1286.91	1148.72	1025.82	1071.17	1198.08	1168.69	1259.27	835.63	1564.58	638.09	861.58	1136.05	1482.61	566.03	1131.96	594.06	1094.21
617.27	149.25	209.73	334.48	515.87	1014.46	688.19	254.5	308.74	212.31	152.43	293.79	657.92	182.07	284.53	208.26	152.26	756.85	169.57	62.83	309.35
356.78	652.18	347.12	435.99	415.16	356.88	577.76	560.68	292.3	321.8	518.6	456.35	298.58	293.85	371.54	588.34	475.94	390.04	440.28	588.82	456.08
2.98	4.58	30.83	28.07	-1.06	10.15	7.31	9.08	-3.76	19.31	-5	10.29	-2.5	33.15	23.02	22.2	-2.74	15.41	5.71	-12.26	1.33
114.39	64.49	120.16	98.2	83.69	203.77	127.65	71.65	125.26	130.31	119.01	105.35	207.85	78.46	85.68	83.97	141.61	91.23	105.86	101.9	67.11
102.83	110.21	104.69	208.33	153.25	167.06	116.53	95.98	82.79	136.9	71.29	104.47	109.59	121.35	165.26	127.2	115.65	111.53	83.85	93.08	113.19
146.95	130.47	73.08	261.8	189.82	204.66	102.25	121.93	109.74	152.08	105.37	115.83	146.4	161.01	210.4	107.94	163.59	134.8	117.54	87.41	105.38
525.34	530.19	865.88	650.99	686	639.26	759.23	642.25	432.65	595.02	779.94	669.4	627.9	655.87	628.19	723.77	545.15	701.54	544.38	599.97	574.55
204.69	107.21	113.2	85.51	89.93	82.26	134.8	189.13	95.86	146.8	95.52	307	106.96	98.69	105.17	342.68	122.3	122.43	32.81	403.6	214.54
260.31	145.49	308.64	230.14	107.77	122.39	289.14	227.32	224.21	276.24	206.55	166.55	177.99	287.37	134.81	196.57	82.39	155.94	165.66	189.54	216.7
131.19	77.98	80.01	134.09	137.2	64.44	138.78	106.98	58.3	74.39	81.89	140.3	82.44	115.68	61.17	112.14	109.66	70.24	36.68	113.24	72.77
1695.12	1935.96	2310.75	1920.05	1920.5	1402.87	2542.47	2426.1	1260.39	1062.17	2222.43	2584.32	1279.44	2409.68	1980.74	2471.57	1153.14	2119.35	2066.62	3353	2234.55
-15.95	-71.08	-70.81	-44.19	-47.49	-36.98	-43.18	-48.6	-60.97	-44.18	-66.09	-41.94	-57.7	-41.24	-69.76	-24.89	-74.62	-51.4	-69.75	-40.07	-43.91
